date,weekday,employees,vacation,business_trip,overtime,work_from_home,조식메뉴,menu,석식메뉴,actual_diners,dinner_diners,available_population,participation_rate,temp_mean,temp_max,temp_min,precipitation,humidity,rain,included
2017-08-01,화,2645.0,466.0,181.0,320.0,0.0,모닝롤/단호박샌드  우유/주스 계란후라이 수삼닭죽/쌀밥 (쌀:국내산) 북어국  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  해물누룽지탕  우엉잡채  머위대나물  배추겉절이 (김치:국내산) ,김밥볶음밥 (쌀:국내산) 잔치국수  훈제오리냉채  감자범벅  비트무피클  포기김치 (김치:국내산) ,745.0,509.0,1998.0,0.37287287287287285,26.3,30.6,23.7,,86.33333333333333,1.0,True
2017-08-02,수,2645.0,454.0,188.0,0.0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  미니채소떡갈비  두부계란구이  치커리사과생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 느타리버섯국  탕수어  견과류조림  도토리묵무침  알타리김치 (김치:국내산) ,799.0,337.0,2003.0,0.39890164752870694,27.166666666666668,33.1,23.3,,82.16666666666667,,True
2017-08-03,목,2645.0,451.0,207.0,301.0,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 쇠고기죽/쌀밥 (쌀:국내산) 대구찌개  도라지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오이미역냉국  닭오븐구이  꽈리고추어묵조림  무생채  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 가쯔오장국  쇠고기장조림  실곤약흑임자무침  부추생채  포기김치 (김치:국내산) ,776.0,401.0,1987.0,0.3905385002516356,27.116666666666664,32.1,24.5,,80.95833333333333,,True
2017-08-04,금,2645.0,544.0,238.0,55.0,0.0,모닝롤/찐빵  우유/주스 계란후라이 땅콩죽/쌀밥 (쌀:국내산) 감자국  김실파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  제육볶음  메추리알조림  호박잎/양배추쌈 *쌈장 열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  치킨텐더  꽃맛살볶음  비름나물 *천도복숭아 포기김치 (김치:국내산) ,668.0,354.0,1863.0,0.35856146001073536,27.26666666666667,33.3,22.2,,72.20833333333333,,True
2017-08-07,월,2645.0,428.0,168.0,351.0,0.0,모닝롤/베이글  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 된장찌개  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  쇠고기낙지볶음  새송이버섯전  참나물땅콩무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  등갈비김치찜  메밀전병만두  해파리겨자채  열무김치 (김치:국내산) ,1078.0,497.0,2049.0,0.5261102977061981,30.5625,36.6,24.8,,63.79166666666666,,True
2017-08-08,화,2645.0,414.0,207.0,350.0,0.0,모닝롤/씨크립샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 들깨버섯국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  닭갈비  시금치프리타타  마늘쫑무침  포기김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  비빔메밀국수  야채튀김  과일샐러드/단무지  포기김치 (김치:국내산) ,842.0,445.0,2024.0,0.4160079051383399,30.82916666666667,36.6,25.0,,60.083333333333336,,True
2017-08-09,수,2645.0,428.0,210.0,0.0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 열무된장국  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  수제돈까스  두부양념조림  단배추나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 뼈해장국  고등어조림  계란말이  건파래무침  석박지 (김치:국내산) ,946.0,372.0,2007.0,0.471350274040857,27.945833333333336,32.1,22.6,,70.125,,True
2017-08-10,목,2645.0,438.0,228.0,292.0,0.0,모닝롤/토마토샌드  우유/주스 스크램블에그 홍게살죽/쌀밥 (쌀:국내산) 우거지해장국  영양부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  갈치구이  비엔나감자볶음  셀프무쌈말이  알타리김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 물냉면  케이준샐러드  떡볶이  무초절이  포기김치 (김치:국내산) ,777.0,438.0,1979.0,0.39262253663466395,26.8375,29.7,24.8,,84.16666666666667,1.0,True
2017-08-11,금,2645.0,566.0,240.0,66.0,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 고구마죽/쌀밥 (쌀:국내산) 무채국  시금치나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  돈육보쌈  쌈&야채스틱  어묵볶음 샐러드바:과일 포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  깐풍기  모둠버섯구이  쑥갓두부무침  포기김치 (김치:국내산) ,710.0,393.0,1839.0,0.3860793909733551,28.83333333333333,34.1,25.3,,73.45833333333333,,True
2017-08-14,월,2645.0,863.0,131.0,114.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치국  감자조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  짬뽕불고기 (돼지고기:국내산) 옥수수계란찜  청경채생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  양파치킨 (닭고기:국내산) 해물파전  도라지생채  열무김치 (김치:국내산) ,692.0,275.0,1651.0,0.41913991520290733,24.32916666666667,27.6,21.7,,75.70833333333333,1.0,True
2017-08-16,수,2645.0,403.0,180.0,0.0,0.0,모닝롤/메론롤케익  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산) 고추장찌개  문어꽈리초조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국 (쇠고기:호주산) 오징어볶음*소면 (오징어:뉴질랜드산) 모듬묵양념장  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돼지갈비찜 (돼지고기:국내산) 풍기샐러드  쫑상추무침  포기김치 (김치:국내산) ,973.0,433.0,2062.0,0.47187196896217265,22.70833333333333,23.7,21.8,,95.54166666666669,1.0,True
2017-08-17,목,2645.0,357.0,221.0,380.0,0.0,모닝롤/치킨샌드  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 황태국  느타리애호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  매운닭찜 (닭고기:국내산) 임연수구이  치커리무침  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 어묵우동  미니햄버거  단호박범벅  요플레  배추겉절이 (김치:국내산) ,823.0,507.0,2067.0,0.39816158684083214,26.375,31.5,23.0,,84.70833333333333,1.0,True
2017-08-18,금,2645.0,396.0,272.0,61.0,0.0,모닝롤/애플파이  우유/주스 계란후라이 양송이죽/쌀밥 (쌀:국내산) 차돌박이찌개  멸치볶음  포기김치 (김치:국내산) ,짜장밥 (쌀:국내산) 맑은국  해물까스*칠리소스  부추만두  단무지  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  유자청제육볶음 (돼지고기:국내산) 두부카프레제  숙주나물  포기김치 (김치:국내산) ,731.0,484.0,1977.0,0.3697521497218007,26.941666666666663,32.2,23.3,,79.45833333333333,,True
2017-08-21,월,2645.0,74.0,169.0,618.0,0.0,모닝롤/와플 옥수수스프/사과 우유/주스 키위드레싱샐러드 버섯죽/쌀밥 (쌀:국내산) 북어해장국  시금치프리타타  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 조랭이떡미역국  소고기불고기  김치전  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  안동찜닭  잡채  가지무침  열무김치 (김치:국내산) ,1232.0,673.0,2402.0,0.5129059117402165,24.9875,28.4,23.3,,91.29166666666669,1.0,True
2017-08-22,화,2645.0,74.0,213.0,484.0,0.0,모닝롤/참치샌드  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 감자국  버섯볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  표고버섯탕수육  두부조림  간장깻잎지  배추겉절이 (김치:국내산) ,충무김밥 (쌀:국내산) 유부주머니국  오징어무침  파스타샐러드  핫도그/음료  석박지 (김치:국내산) ,1053.0,604.0,2358.0,0.44656488549618323,25.441666666666663,29.3,23.1,,90.75,1.0,True
2017-08-23,수,2645.0,72.0,215.0,0.0,0.0,모닝롤/카스텔라  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 연두부국  얼갈이나물  포기김치 (김치:국내산) ,곤드레밥*강된장 (쌀:국내산) 가쯔오장국  가자미양념찜  감자채볶음  검정콩조림  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돈육모듬장조림  동그랑땡전  부추생채  포기김치 (김치:국내산) ,953.0,537.0,2358.0,0.40415606446140795,26.245833333333337,29.8,23.2,,88.29166666666667,1.0,True
2017-08-24,목,2645.0,78.0,259.0,344.0,0.0,모닝롤/인절미샌드  우유/주스 계란후라이 새우살죽/쌀밥 (쌀:국내산) 어묵국  고구마줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미굴소스볶음  볼어묵볶음  비름나물  포기김치 (김치:국내산) ,김치주먹밥 (쌀:국내산) 콩국수  타코야끼  콥샐러드  오렌지  열무김치 (김치:국내산) ,843.0,489.0,2308.0,0.3652512998266898,28.15,32.5,24.2,,77.70833333333333,1.0,True
2017-08-25,금,2645.0,164.0,310.0,55.0,0.0,모닝롤/고구마파이  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 호박새우젓찌개  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  미트볼케찹조림  계란말이  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  생선까스*탈탈소스  닭살냉채  무나물  포기김치 (김치:국내산) ,594.0,354.0,2171.0,0.27360663288807,29.2875,31.9,27.0,,69.91666666666667,1.0,True
2017-08-28,월,2645.0,169.0,225.0,337.0,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 근대국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈육간장불고기  매운어묵볶음  쑥갓두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  고등어김치말이  옥수수전  김구이  열무김치 (김치:국내산) ,1191.0,514.0,2251.0,0.5290981785872946,22.65833333333333,30.5,15.0,,61.66666666666666,,True
2017-08-29,화,2645.0,121.0,260.0,294.0,0.0,모닝롤/햄치즈샌드  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 매운버섯국  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  닭갈비  동태전  치커리사과생채  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 냉모밀국수  깐풍육  꽃맛살샐러드  오복지  포기김치 (김치:국내산) ,877.0,609.0,2264.0,0.3873674911660777,24.3625,29.9,18.3,,71.83333333333333,,True
2017-08-30,수,2645.0,116.0,270.0,0.0,0.0,모닝롤/브라우니  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 오징어국  도라지볶음  포기김치 (김치:국내산) ,산채비빔밥 (쌀:국내산) 미소장국  언양식불고기  과일샐러드  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  해물청경채볶음  메밀전  청포묵무침  포기김치 (김치:국내산) ,898.0,395.0,2259.0,0.3975210270030987,27.1,31.5,21.4,,59.25,,True
2017-08-31,목,2645.0,110.0,281.0,189.0,0.0,모닝롤/바나나샌드  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 무채국  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  굴비구이  탕수만두  오이무침  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옛날돈까스  브로컬리크림스프  키위드레싱샐러드  고구마범벅/무피클 음료 포기김치 (김치:국내산) ,852.0,487.0,2254.0,0.3779946761313221,22.58750000000001,27.2,20.2,,45.5,,True
2017-09-01,금,2642.0,177.0,303.0,45.0,0.0,모닝롤/단팥빵  우유/주스 계란후라이 단호박죽/쌀밥 (쌀:국내산) 대구찌개  깻순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  훈제오리구이  두부구이*양념장  쌈무/양파절임  열무김치 (김치:국내산) ,    *        ,663.0,0.0,2162.0,0.3066604995374653,21.816666666666663,28.8,14.5,,59.0,,True
2017-09-04,월,2642.0,113.0,243.0,416.0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 아욱국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어국  버섯불고기  야채계란찜  실곤약초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  가자미튀김  모듬소세지구이  가지나물  열무김치 (김치:국내산) ,1168.0,581.0,2286.0,0.510936132983377,21.308333333333334,27.6,13.7,,61.29166666666666,,True
2017-09-05,화,2642.0,74.0,265.0,390.0,0.0,모닝롤/에그샌드  우유/주스 계란후라이 표고버섯죽/쌀밥 (쌀:국내산) 민물새우찌개  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  등갈비김치찜  도토리묵무침  땅콩조림  열무김치 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 가쯔오장국  크림카레우동  감자만두/샐러드 *흑임자드레싱 비트무생채  포기김치 (김치:국내산) ,924.0,518.0,2303.0,0.4012158054711246,21.762500000000003,26.6,18.3,,68.75,,True
2017-09-06,수,2642.0,69.0,275.0,0.0,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 어묵국  참나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  마늘치킨  양배추쌈*쌈장  고구마줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  돈육굴소스볶음  홍어채무침  양념깻잎지  포기김치 (김치:국내산) ,922.0,503.0,2298.0,0.4012184508268059,21.433333333333337,23.8,19.0,,75.66666666666667,1.0,True
2017-09-07,목,2642.0,78.0,279.0,358.0,0.0,모닝롤/야채샌드  우유/주스 스크램블에그 팥죽/쌀밥 (쌀:국내산) 얼갈이된장국  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  오징어볶음*소면  고기전  호박나물  포기김치 (김치:국내산) ,볶음밥/짜장소스 (쌀:국내산) 맑은국  고추잡채*꽃빵  컬리플라워샐러드 *망고드레싱 단무지  포기김치 (김치:국내산) ,926.0,455.0,2285.0,0.40525164113785556,21.025,23.7,18.1,,86.91666666666667,1.0,True
2017-09-08,금,2642.0,155.0,305.0,66.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 닭죽/쌀밥 (쌀:국내산) 감자국  브로컬리들깨찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  동파육  셀프무쌈말이  통도라지구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  유린기  멸치아몬드볶음  청경채무침  알타리김치 (김치:국내산) ,662.0,494.0,2182.0,0.30339138405132904,20.53333333333333,25.7,18.0,,81.25,1.0,True
2017-09-11,월,2642.0,101.0,203.0,478.0,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 두부김치국  숙주나물  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기된장국  유자청제육볶음  오꼬노미야끼계란말이  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기무국  주꾸미굴소스볶음  쫄면무침  검정콩조림  열무김치 (김치:국내산) ,1350.0,510.0,2338.0,0.5774165953806673,22.3,29.1,17.0,,69.66666666666667,,True
2017-09-12,화,2642.0,72.0,242.0,430.0,0.0,모닝롤/토마토샌드  우유/주스 계란후라이 새우살죽/쌀밥 (쌀:국내산) 대구찌개  무나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  해물누룽지탕  돈육잡채  마늘쫑무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 잔치국수  야채튀김  떡볶이  단무지/음료  포기김치 (김치:국내산) ,993.0,540.0,2328.0,0.4265463917525773,21.091666666666665,23.2,19.7,,86.45833333333333,1.0,True
2017-09-13,수,2642.0,57.0,253.0,0.0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 선지해장국  연근조림  포기김치 (김치:국내산) ,카레라이스 (쌀:국내산) 미소장국  떡갈비조림  모듬묵샐러드  요플레/오복지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  돼지갈비찜  볼어묵곤약볶음  쑥갓두부무침  포기김치 (김치:국내산) ,945.0,476.0,2332.0,0.40523156089193824,22.99166666666667,29.4,17.8,,70.70833333333333,,True
2017-09-14,목,2642.0,68.0,291.0,317.0,0.0,모닝롤/옥수수샌드  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 오징어국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고사리육개장  닭찜  두부계란부침  부추생채  포기김치 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  고구마오븐구이  하와이안샐러드  쨔샤이무침  포기김치 (김치:국내산) ,860.0,437.0,2283.0,0.37669732807709155,20.73333333333333,28.6,13.1,,62.75,,True
2017-09-15,금,2642.0,198.0,290.0,70.0,0.0,모닝롤/시금치팬케익  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 재첩국  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  단호박장조림  고등어구이  참나물무침  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육간장강정  황태양념구이  단배추나물  포기김치 (김치:국내산) ,602.0,454.0,2154.0,0.27948003714020425,20.22083333333333,27.5,12.9,,67.04166666666667,,True
2017-09-18,월,2642.0,93.0,220.0,501.0,0.0,모닝롤/브라우니  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 무청된장국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  언양식불고기  감자채전  쫑상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  후르츠탕수육  골뱅이무침&소면  깻순나물  포기김치 (김치:국내산) ,1214.0,552.0,2329.0,0.5212537569772434,22.475,25.9,18.4,,63.333333333333336,,True
2017-09-19,화,2642.0,49.0,246.0,432.0,0.0,모닝롤/참치샌드  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 고추장찌개  콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  소고기낙지볶음  비엔나케찹조림  취나물  배추겉절이 (김치:국내산) ,충무김밥 (쌀:국내산) 나가사끼짬뽕  오징어초무침  꽃맛살샐러드  매실주스  석박지 (김치:국내산) ,958.0,567.0,2347.0,0.4081806561567959,20.97083333333333,28.0,15.9,,70.95833333333333,,True
2017-09-20,수,2642.0,62.0,279.0,0.0,0.0,모닝롤/메론롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 쇠고기무국  시래기조림  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 가쯔오국  감자프리타타  메밀전병만두  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치국  해물청경채볶음  늙은호박전  실곤약초무침  알타리김치 (김치:국내산) ,890.0,411.0,2301.0,0.3867883528900478,21.058333333333334,27.4,14.1,,72.79166666666667,,True
2017-09-21,목,2642.0,70.0,280.0,334.0,0.0,모닝롤/단호박샌드  우유/주스 스크램블에그 소라살죽/쌀밥 (쌀:국내산) 북어해장국  파래무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  꽁치구이  김치제육볶음  온두부  열무김치 (김치:국내산) ,치킨마요덮밥 (쌀:국내산) 꼬지어묵탕  수제칠리핫도그  키위드레싱샐러드  단무지무침  포기김치 (김치:국내산) ,820.0,546.0,2292.0,0.35776614310645727,21.429166666666664,25.5,14.3,,63.375,,True
2017-09-22,금,2642.0,174.0,291.0,67.0,0.0,모닝롤/고구마파이  우유/주스 계란후라이 소고기죽/쌀밥 (쌀:국내산) 콩나물국  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  순살양념치킨  콩나물겨자채  모듬묵*양념장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/과일  깍두기 (김치:국내산) ,735.0,490.0,2177.0,0.33762057877813506,18.04583333333333,26.0,11.1,,70.04166666666667,,True
2017-09-25,월,2642.0,97.0,258.0,385.0,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 어묵국  느타리호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  짬뽕불고기  실곤약흑임자무침  도라지오이생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개*라면사리  갈치구이  감자채볶음  가지나물  깍두기 (김치:국내산) ,1099.0,592.0,2287.0,0.4805421950153039,20.15833333333333,28.8,13.2,,70.66666666666667,,True
2017-09-26,화,2642.0,81.0,261.0,342.0,0.0,모닝롤/식빵피자  우유/주스 계란후라이 견과류죽/쌀밥 (쌀:국내산) 매운버섯국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기들깨탕  닭갈비  해물파전  숙주나물  포기김치 (김치:국내산) ,참치주먹밥 (쌀:국내산) 김치우동  오징어튀김  고구마범벅  양배추피클  알타리김치 (김치:국내산) ,902.0,573.0,2300.0,0.39217391304347826,21.52916666666667,28.9,15.6,,73.04166666666667,,True
2017-09-27,수,2642.0,70.0,265.0,0.0,0.0,모닝롤/단팥빵  우유/주스 계란후라이 크림누룽지탕/쌀밥 (쌀:국내산) 아욱국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  삼겹살구이  어묵볶음  상추파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  미니함박조림  계란말이  비름나물  포기김치 (김치:국내산) ,1023.0,0.0,2307.0,0.4434330299089727,22.079166666666666,28.1,17.5,,66.5,,True
2017-09-28,목,2642.0,102.0,263.0,202.0,0.0,모닝롤/바나나샌드  우유/주스 스크램블에그 양송이죽/쌀밥 (쌀:국내산) 올챙이만두국  열무나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  매운주꾸미볶음  두부새싹구이  브로컬리초장  포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 맑은장국  돈가스또띠아  마제소바  무비트생채/음료  포기김치 (김치:국내산) ,589.0,473.0,2277.0,0.25867369345630215,19.254166666666663,20.5,17.5,,81.125,1.0,True
2017-09-29,금,2642.0,214.0,248.0,22.0,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 김치두부국  멸치크랜베리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  쇠불고기/잡채  오징어숙회무침  미니케익/식혜  배추겉절이 (김치:국내산) ,    *        ,760.0,0.0,2180.0,0.3486238532110092,20.791666666666664,26.4,13.7,,61.25,,True
2017-10-10,화,2645.0,105.0,209.0,641.0,0.0,모닝롤/팬케익  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 북어국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  훈제오리구이  계란찜  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  돈육굴소스볶음  쫄면무침  시금치나물  포기김치 (김치:국내산) ,1265.0,746.0,2331.0,0.5426855426855427,20.808333333333334,27.4,15.3,,75.33333333333333,,True
2017-10-11,수,2645.0,60.0,250.0,0.0,0.0,모닝롤/씨크립샌드  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 꽃게탕  두부조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  레몬탕수육  궁중떡찜  유채나물  포기김치 (김치:국내산) ,후난식볶음밥 (쌀:국내산) 잔치국수  새우까스*탈탈소스  홍시드레싱샐러드  해초무침  배추겉절이 (김치:국내산) ,1109.0,613.0,2335.0,0.4749464668094218,21.604166666666668,28.7,17.0,,77.33333333333333,,True
2017-10-12,목,2645.0,46.0,269.0,1017.0,0.0,모닝롤/와플  우유/주스 스크램블에그 쇠고기죽/쌀밥 (쌀:국내산) 감자국  볼어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  닭찜  새송이버섯전  얼갈이생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  소고기숙주볶음  비엔나감자구이  청경채무침  포기김치 (김치:국내산) ,989.0,626.0,2330.0,0.4244635193133047,21.279166666666665,24.9,18.5,,73.79166666666667,,True
2017-10-13,금,2645.0,63.0,268.0,86.0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  오징어볶음*소면  메추리알조림  치커리유자청무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  등갈비김치찜  옥수수전  세발나물/과일  알타리김치 (김치:국내산) ,1015.0,628.0,2314.0,0.43863439930855663,14.795833333333334,17.9,12.6,,77.375,1.0,True
2017-10-16,월,2645.0,90.0,225.0,464.0,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  제육볶음 (돼지고기:국내산) 모둠쌈  해파리겨자채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭오븐구이  녹두전  청포묵무침  열무김치 (김치:국내산) ,1173.0,497.0,2330.0,0.5034334763948498,14.479166666666666,17.8,12.0,,75.875,1.0,True
